160	175	222
160	176	222
160	176	222
160	176	222
160	176	222
161	176	222
161	176	222
161	177	222
161	177	222
161	177	222
162	177	222
162	178	222
162	178	222
162	178	222
163	178	222
163	179	222
163	179	222
163	180	222
164	180	222
160	160	128
160	160	128
191	289	222
160	160	128
192	289	222
160	160	128
194	290	222
160	160	128
160	160	128
208	322	222
210	321	222
216	335	222
160	160	128
160	160	128
206	280	222
160	160	128
208	279	222
160	160	128
208	275	222
160	160	128
209	274	222
160	160	128
211	276	222
214	278	222
217	282	222
242	326	222
249	336	222
254	336	222
256	333	222
160	160	128
254	325	222
255	324	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
298	324	222
160	160	128
297	319	222
160	160	128
299	319	222
310	328	222
160	160	128
311	325	222
160	160	128
310	320	222
310	317	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
356	309	222
160	160	128
358	307	222
160	160	128
358	303	222
160	160	128
359	300	222
160	160	128
357	296	222
160	160	128
357	292	222
356	289	222
355	285	222
353	281	222
354	278	222
353	275	222
354	271	222
361	273	222
186	173	222
186	172	222
160	160	128
186	172	222
186	171	222
185	171	222
185	171	222
185	170	222
185	170	222
185	169	222
185	169	222
185	169	222
185	168	222
185	168	222
185	168	222
186	167	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
170	161	222
170	161	222
170	161	222
170	161	222
170	161	222
160	160	128
170	160	222
160	160	128
170	160	222
160	160	128
170	160	222
160	160	128
169	160	222
169	159	222
169	159	222
169	159	222
169	159	222
169	159	222
169	159	222
169	159	222
169	158	222
169	158	222
169	158	222
169	158	222
169	158	222
169	158	222
169	158	222
169	158	222
169	158	222
169	158	222
169	157	222
169	157	222
169	157	222
169	157	222
169	157	222
170	157	222
170	157	222
170	157	222
170	157	222
170	156	222
170	156	222
170	156	222
170	156	222
170	156	222
170	156	222
170	156	222
170	156	222
170	155	222
170	155	222
170	155	222
170	155	222
170	155	222
160	160	128
170	155	222
170	154	222
160	160	128
160	160	128
160	160	128
172	153	222
171	153	222
160	160	128
160	160	128
171	153	222
160	160	128
170	153	222
170	153	222
160	160	128
160	160	128
172	151	222
172	151	222
172	151	222
178	147	222
172	150	222
172	150	222
172	150	222
172	150	222
172	149	222
172	149	222
172	149	222
172	149	222
172	149	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
169	150	222
169	150	222
169	150	222
160	160	128
169	149	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
175	139	222
160	160	128
175	139	222
160	160	128
174	139	222
174	138	222
174	138	222
174	137	222
174	137	222
174	136	222
174	136	222
176	130	222
160	160	128
160	160	128
176	130	222
160	160	128
175	130	222
168	143	222
168	143	222
167	143	222
167	143	222
167	143	222
167	143	222
166	143	222
166	143	222
166	143	222
166	143	222
166	143	222
166	142	222
166	142	222
165	141	222
165	141	222
165	140	222
165	140	222
165	139	222
165	139	222
165	138	222
165	137	222
165	137	222
165	137	222
164	137	222
164	137	222
164	137	222
163	137	222
163	137	222
163	137	222
163	138	222
162	138	222
162	139	222
162	139	222
161	140	222
161	140	222
161	140	222
161	140	222
161	140	222
160	160	128
160	138	222
160	160	128
160	138	222
159	138	222
159	137	222
159	137	222
159	137	222
159	137	222
158	137	222
158	137	222
158	137	222
